line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
16,wrapper_individual_vs_direct_independent,full_K,interior,before,1.0,2.6222769363856137e-32,2.2896488258413827e-17,1.6803248752139012e-16
16,whole_forward_vs_reverse,input_128,interior,before,0.9999965227479586,6.954491991490482e-06,0.002824713026725157,0.0019052806000251002
16,whole_forward_vs_reverse,embedded_200,interior,before,0.9977036843177307,0.0045970332249316735,0.10626378520678338,0.05007384592725778
16,whole_forward_vs_reverse,heldout_72,interior,before,0.9893876748920466,0.02132003684485945,0.1770662578756894,0.10783933507702813
16,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9738229559011172,0.05363218166699885,0.5819142870195673,0.16121141544188197
16,whole_forward_vs_reverse,full_K,interior,before,0.9910214688679043,0.018080518135293287,0.5067456719990184,0.09467998945288957
16,whole_forward_vs_independent,input_128,interior,before,0.9999745528522728,5.0893647897251686e-05,0.008993818102217523,0.005016062040038248
16,whole_forward_vs_independent,embedded_200,interior,before,0.993812575556079,0.012537856855929407,0.18323953086700806,0.07784842598624092
16,whole_forward_vs_independent,heldout_72,interior,before,0.9726721100478322,0.05803152767932005,0.3051636940660132,0.167476691336396
16,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9266232412992447,0.24306460963723878,0.8211917186884523,0.40857048202786905
16,whole_forward_vs_independent,full_K,interior,before,0.9676243400089232,0.07592716210568853,0.7170502496687112,0.22426681673765492
16,whole_reverse_vs_independent,input_128,interior,before,0.9999716908206485,5.661755729330727e-05,0.009789645712277893,0.005228955768934223
16,whole_reverse_vs_independent,embedded_200,interior,before,0.9945492487631917,0.011030370598432598,0.20113304317851166,0.07339277161138207
16,whole_reverse_vs_independent,heldout_72,interior,before,0.975894766140816,0.0508680675750659,0.33496751614405756,0.1576124701665188
16,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9639959058400593,0.13797029333616606,0.4967166268594525,0.32062608362071204
16,whole_reverse_vs_independent,full_K,interior,before,0.9806118415372126,0.04683170918959547,0.44176824332848635,0.18127519723165253
16,author_L4_forward_vs_reverse,input_128,interior,before,0.9999965222729187,6.9554420683612105e-06,0.0028248280305183614,0.0019049815380415966
16,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9977042757034891,0.004596403333300589,0.10627630191024777,0.050092986653112945
16,author_L4_forward_vs_reverse,heldout_72,interior,before,0.9893877824568198,0.021331794776788086,0.17708712050492148,0.10791777843770435
16,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9740995907245408,0.05328925500172792,0.5781098066751689,0.16108614924548834
16,author_L4_forward_vs_reverse,full_K,interior,before,0.991101268196002,0.017941985502897006,0.50346983476414,0.09451727167511827
16,author_L4_forward_vs_independent,input_128,interior,before,0.9999745435378936,5.091227618121577e-05,0.008998817261371432,0.005017741078247475
16,author_L4_forward_vs_independent,embedded_200,interior,before,0.9938105244472734,0.012544414472276878,0.18326360627761282,0.07790956500730141
16,author_L4_forward_vs_independent,heldout_72,interior,before,0.9726635376038669,0.05810188776904731,0.3052035887464192,0.16766616045528368
16,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.9271976856728699,0.24352640253443095,0.8168642859008507,0.4103629795109674
16,author_L4_forward_vs_independent,full_K,interior,before,0.9677398196863107,0.07585122431720082,0.7133350079252377,0.2248559733590061
16,author_L4_reverse_vs_independent,input_128,interior,before,0.9999716909642634,5.6617270071749215e-05,0.009789748982994676,0.005228917055717024
16,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9945502440363254,0.011028228953241025,0.2011304257116307,0.07338078567982946
16,author_L4_reverse_vs_independent,heldout_72,interior,before,0.9758991591222044,0.05085605216707239,0.3349631450226434,0.15758337830579508
16,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9640003625611622,0.13792291932431253,0.49668977427288163,0.32055768319244105
16,author_L4_reverse_vs_independent,full_K,interior,before,0.9806156865982522,0.046819475424310836,0.44174530097916154,0.18124323375882137
17,wrapper_individual_vs_direct_independent,input_128,interior,before,0.9999999999999999,2.592305816234516e-32,2.1439163736700523e-17,1.7240830523751587e-16
17,wrapper_individual_vs_direct_independent,embedded_200,interior,before,1.0,2.597826194994729e-32,2.1845688953453717e-17,1.735124625142583e-16
17,wrapper_individual_vs_direct_independent,heldout_72,interior,before,1.0,2.611315107434329e-32,2.255031233735742e-17,1.761813342720684e-16
17,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,before,1.0000000000000002,2.7424333053697844e-32,2.4122372710511368e-17,1.7676469616001237e-16
17,wrapper_individual_vs_direct_independent,full_K,interior,before,1.0000000000000002,2.676659133119263e-32,2.357382405023377e-17,1.7529290709448522e-16
17,whole_forward_vs_reverse,input_128,interior,before,0.9999968933983425,6.213193664062139e-06,0.004217666041496223,0.001708648311899273
17,whole_forward_vs_reverse,embedded_200,interior,before,0.9964874924716232,0.007028015867805777,0.09824448885203439,0.0587349269525777
17,whole_forward_vs_reverse,heldout_72,interior,before,0.9868141897880996,0.026415813676207735,0.16364421788866518,0.11387229921082567
17,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.981812140854014,0.03605620763763883,0.18759535039432423,0.1140243992334342
17,whole_forward_vs_reverse,full_K,interior,before,0.990196885575108,0.019515969152196014,0.1697262693710857,0.0869423500691538
17,whole_forward_vs_independent,input_128,interior,before,0.9999712060353161,5.758710027514976e-05,0.012585176508675727,0.004877288582437841
17,whole_forward_vs_independent,embedded_200,interior,before,0.9954613782296943,0.009549672954779456,0.12448876544172081,0.07896047269747143
17,whole_forward_vs_independent,heldout_72,interior,before,0.9852041313610204,0.03575813392518348,0.20680160415937626,0.15291753008234593
17,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9683874023091706,0.16083201415170725,0.23698425634790837,0.34873631393534743
17,whole_forward_vs_independent,full_K,interior,before,0.9757139717151131,0.07463146739103291,0.21446565342235877,0.2363732319503013
17,whole_reverse_vs_independent,input_128,interior,before,0.9999739468111942,5.2105698842860124e-05,0.010591013463189239,0.004808194897286927
17,whole_reverse_vs_independent,embedded_200,interior,before,0.9934984488139994,0.013611826943146872,0.17588208308236938,0.08341480692407573
17,whole_reverse_vs_independent,heldout_72,interior,before,0.9783492070603134,0.05130610903522431,0.2927964719118039,0.16197589928050804
17,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9685430294353422,0.17847813504727386,0.1478359805135017,0.3920919398590636
17,whole_reverse_vs_independent,full_K,interior,before,0.9737363992745479,0.08289298903069897,0.1553230009951511,0.2619886139723091
17,author_L4_forward_vs_reverse,input_128,interior,before,0.9999968912629347,6.217464466585229e-06,0.004218246698191887,0.001709480081328224
17,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9964847349344543,0.007033748996239636,0.09845545188169869,0.05875866453041043
17,author_L4_forward_vs_reverse,heldout_72,interior,before,0.9868030310080127,0.026441226138193618,0.16399600349040627,0.11392663386254827
17,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9817981205585338,0.036082101655906716,0.18771651927785715,0.11399487436593903
17,author_L4_forward_vs_reverse,full_K,interior,before,0.990190762152505,0.019528186192151072,0.16985725686191025,0.08693069662701858
17,author_L4_forward_vs_independent,input_128,interior,before,0.9999711999002739,5.75993700066016e-05,0.012584719653687898,0.0048777117816342025
17,author_L4_forward_vs_independent,embedded_200,interior,before,0.9954669540424504,0.009539369979489419,0.12415759364645963,0.07894292214048904
17,author_L4_forward_vs_independent,heldout_72,interior,before,0.9852268901156838,0.03572455969180951,0.2062478818212563,0.15289456432262755
17,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.9683747083807485,0.16100905893503056,0.23704776403891525,0.34895727300050194
17,author_L4_forward_vs_independent,full_K,interior,before,0.9757030655847025,0.07469034559288376,0.2144702982743922,0.2364917297358635
17,author_L4_reverse_vs_independent,input_128,interior,before,0.9999739546495167,5.20900226065784e-05,0.010590431548363777,0.0048075756614882545
17,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9934967515896133,0.013614401005968113,0.17588558849629135,0.0834282759377721
17,author_L4_reverse_vs_independent,heldout_72,interior,before,0.978340729401648,0.051311599376954474,0.2928023584777279,0.1619954072627008
17,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9685408423773623,0.17838964171926483,0.1478686869391956,0.39197093384340537
17,author_L4_reverse_vs_independent,full_K,interior,before,0.9737393771803712,0.08286449211143017,0.1553473414417288,0.2619272317066533
18,wrapper_individual_vs_direct_independent,input_128,interior,before,1.0,2.5683598585538245e-32,2.5437569603187265e-17,1.749145244702065e-16
18,wrapper_individual_vs_direct_independent,embedded_200,interior,before,1.0,2.624751206753831e-32,2.511627944781581e-17,1.7268543159376227e-16
18,wrapper_individual_vs_direct_independent,heldout_72,interior,before,0.9999999999999998,2.763066056361847e-32,2.4534710503573464e-17,1.6709211330068941e-16
18,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,before,1.0,2.591783605179407e-32,2.3530952698628343e-17,1.7197663162672782e-16
18,wrapper_individual_vs_direct_independent,full_K,interior,before,0.9999999999999999,2.613296867671264e-32,2.39371296212392e-17,1.7243949478829876e-16
18,whole_forward_vs_reverse,input_128,interior,before,0.9999941866865661,1.1626593073638485e-05,0.005155716524955708,0.0023746234439717155
18,whole_forward_vs_reverse,embedded_200,interior,before,0.9957750463287461,0.008607229749621415,0.10051041417977423,0.06999051154434849
18,whole_forward_vs_reverse,heldout_72,interior,before,0.9843824657826378,0.03352429592991326,0.16737624992764483,0.13814003904574543
18,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.979133079679054,0.08716135661777727,0.16042203900766555,0.2591500337793299
18,whole_forward_vs_reverse,full_K,interior,before,0.9863769335411453,0.034522583623885,0.14773966559181106,0.15949465068096103
18,whole_forward_vs_independent,input_128,interior,before,0.9999564870976742,8.702391127915775e-05,0.013906543812172807,0.0070694065268373475
18,whole_forward_vs_independent,embedded_200,interior,before,0.9919730572554849,0.016986433900206068,0.29424359855574944,0.09473733980987097
18,whole_forward_vs_independent,heldout_72,interior,before,0.9733685569918475,0.06597470260374813,0.49005533824741865,0.18667520607699634
18,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9556446878008131,0.09880119101585334,0.29987224874450163,0.21670600469070467
18,whole_forward_vs_independent,full_K,interior,before,0.9794859538370698,0.04397748411387003,0.29847503747896986,0.14665272402837107
18,whole_reverse_vs_independent,input_128,interior,before,0.9999515601978496,9.687725788633013e-05,0.014660091609667327,0.007392586902087558
18,whole_reverse_vs_independent,embedded_200,interior,before,0.9889520268537304,0.022613541609664237,0.2882522000348729,0.11027173938935322
18,whole_reverse_vs_independent,heldout_72,interior,before,0.9615508159500195,0.0836116734746417,0.4800225200790697,0.21202151409993572
18,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9510259278884353,0.10192757817488671,0.28848433111211474,0.23173099229865812
18,whole_reverse_vs_independent,full_K,interior,before,0.9725324801836834,0.05480305625951466,0.2884263158575155,0.1703483926478841
18,author_L4_forward_vs_reverse,input_128,interior,before,0.9999941845727717,1.1630820637599664e-05,0.005159903322091885,0.002374670230271029
18,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9957735276202843,0.008610784531177782,0.10041913802526803,0.07001128368244779
18,author_L4_forward_vs_reverse,heldout_72,interior,before,0.9843790099981548,0.03353857722971623,0.16722376505972547,0.13818196407908978
18,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9791365523414141,0.08734632846013562,0.15994208122277312,0.25958552101440185
18,author_L4_forward_vs_reverse,full_K,interior,before,0.9863618894268327,0.03458478852912097,0.14733330522946456,0.1597312311323393
18,author_L4_forward_vs_independent,input_128,interior,before,0.9999564893377061,8.701943141043567e-05,0.013905787350004237,0.00706922313315397
18,author_L4_forward_vs_independent,embedded_200,interior,before,0.9919730232726487,0.016986609440976408,0.2942145262045405,0.09473780924814618
18,author_L4_forward_vs_independent,heldout_72,interior,before,0.973368597442345,0.06597625314654156,0.4900068878194899,0.18667736191019538
18,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.9556393440015499,0.0988215116511866,0.2998900084489365,0.21673314530211696
18,author_L4_forward_vs_independent,full_K,interior,before,0.9794840645342595,0.043983058199839054,0.2984812552457322,0.14666418374829704
18,author_L4_reverse_vs_independent,input_128,interior,before,0.9999515504769023,9.689669883891096e-05,0.014658323301435627,0.007392856953535353
18,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9889500581711843,0.022616666423127037,0.2883183351200752,0.11028147837590517
18,author_L4_reverse_vs_independent,heldout_72,interior,before,0.9615431234663242,0.08361590220571961,0.4801329325287771,0.2120310098380283
18,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9510191965823641,0.10197937168148914,0.28842200610127205,0.2318574339477297
18,author_L4_reverse_vs_independent,full_K,interior,before,0.9725157249624469,0.05483805629327083,0.2883960918497591,0.17044058990259708
19,wrapper_individual_vs_direct_independent,input_128,interior,before,1.0,0.0,1.6484779785414806e-17,0.0
19,wrapper_individual_vs_direct_independent,embedded_200,interior,before,1.0,0.0,1.6393173733001137e-17,0.0
